idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
97668;Red Dwarf: Smeg Ups;m;1994;93,30152672;51.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/089/168089236_1pe1zd.jpg;https://www.csfd.cz/film/97668-red-dwarf-smeg-ups/;Velká Británie;Dokumentární / Komedie;;Jedná se o bonusový pořad k RED DWARF (ČERVENÝ TRPASLÍK). Pořad vyšel v roce 1994 v produkci BBC na VHS a poté se objevil jako součást kompletního balíku VHS či DVD. Scénář napsal a pořad zároveň zrežíroval Doug Naylor (jeden z autorů Trpaslíka). Je zároveň také producentem. Pořadem provází Robert Llewellyn (Kryton 2X4B 523P) a uvede všechny své kolegy z Trpaslíka.Do roku 1994 bylo natočeno 6 serií trpaslíka (36 dílů) a za tu dobu se nahromadilo spousty zkažených, nepovedených záběrů. Mnoho přeřeků, zapomenutí textu, rozesmání se atd... A právě o tom je tento pořad. Scény pocházejí především ze 4, 5 a 6 série. Pořad také obsahuje nepovedené lety modelů lodí z Trpaslíka, problémy s technickým vybavením, sprostých průpovídek hlavních aktérů, nepoužitých záběrů atd... Dojde také na divaácké dotazy, resp. na 10 nejčastějších otázek kolem Trpaslíka na něž odpovídá Robert Llewellyn.Celý pořad trvá necelou hodinku a obsahuje také úvodní a závěrečnou znělku Trpaslíka. Scénky jsou výborně nastříhány a působení Krytona jako moderátora je více než perfektní. Pořad se o rok později dočkal pokračování s názvem SMEG OUTS. (gogos);;;;;;Robert Llewellyn, Jenny Agutter, Chris Barrie, Craig Charles, Danny John-Jules, Robert Addie, Hattie Hayridge;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
616536;Velké prázdniny;s;2015;93,22834646;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/734/162734422_c56228.jpg;https://www.csfd.cz/film/616536-velke-prazdniny/;Francie;Animovaný / Rodinný;Les Grandes Grandes Vacances;Podmanivý příběh dvou sourozenců, kteří prožívají své nejdelší prázdniny u prarodičů na venkově v Normandii během druhé světové války. V létě roku 1939 opouští Ernest a Collete svůj pařížský domov v domnění, že jako obvykle stráví zbytek letních prázdnin u své babičky s dědečkem. Jejich pobyt se ale tentokrát navzdory všem očekáváním protáhne až do roku 1944, protože ve Francii propuká druhá světová válka. Tatínek Robert odchází bojovat na frontu, vážně nemocná maminka Lucie se léčí v sanatoriu, proto Ernest a Collete zůstávají po celou dobu války u svých milovaných prarodičů. Na pozadí válečných událostí prožívají oba sourozenci ve svém venkovském útočišti velká dobrodružství a poznávají nové kamarády. Jejich příběh byl inspirován vyprávěním a vzpomínkami skutečných pamětníků, kteří prožili své dětství během druhé světové války. (Česká televize);V TV od 20.04.2015 France 3 (FR 3);20. století, děti, strach, období 1940-1950, 2. světová válka, vojáci, válka, nacisté;0.0;10.0;Paul Leluc;Benjamin Bollen, Clara Quilichini, Julie-Ann Dean, Jean-Pascal Quilichini;;http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
1661432;Oceán s Davidem Attenboroughem;m;2025;93,19693095;95.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/086/170086493_gyhlhd.jpg;https://www.csfd.cz/film/1661432-ocean-s-davidem-attenboroughem/;Velká Británie;Dokumentární;David Attenborough: Ocean;Sir David Attenborough odhaluje tajemství, zázraky a křehkost oceánů, a zdůrazňuje jejich naprosto zásadní význam. Ukazuje extrémní problémy, kterým oceány čelí, ale zároveň přináší naději – možnost obnovy mořského života v nebývalém měřítku je na dosah. (National Geographic);08.05.2025 Altitude Film Distribution;oceán, příroda, ryby, klimatická krize;;;Colin Butfield, Toby Nowlan, Keith Scholey;David Attenborough;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;British Independent Film Awards (BIFA) (1x)<br>;;;;;;
265894;Roxette: The Complete Collection 1987-2001;m;2001;93,08411215;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/062/62932_7b402a.jpg;https://www.csfd.cz/film/265894-roxette-the-complete-collection-1987-2001/;Kanada / USA;Hudební / Dokumentární;;"Od roku 1986 už uteklo hodně vody, proto Gun-Marie Fredriksson a Per Håkan Gessle alias Roxette vydávají v roce 2001 své video album. Najdete zde všechny videoklipy, co tohle švédské duo vydalo. Třicet pět oficiálních klipů a dalších pět bonusových, které byly natočeny na koncertních turné, či TV vystoupeních. Jako další bonus jsou zde k vidění dva dokumenty. První je padesátiminutový ""The Making Of Joyride"" o zákulisí videoklipu Joyride. Druhý hodinový dokument ""Really Roxette"" je z roku 1995. (st.jim)";;;;;;Marie Fredriksson, Per Gessle;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
234366;David Bowie: A Reality Tour;m;2004;93;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/054/54328_085189.jpg;https://www.csfd.cz/film/234366-david-bowie-a-reality-tour/;Velká Británie;Dokumentární;;19.8.2003 - 1.4.2004KAPELA: David Bowie (zpěv, saxofon, klávesy, harmonika, stylofon, kytara) Earl Slick (kytary) Gerry Leonard (kytary, vokály) Sterling Campbell (bicí, vokály) Gail Ann Dorsey (zpěv, basová kytara) Mike Garson (piano, klávesy) Catherine Russel (zpěv, perkuse, klávesy, mandolína...)Nejvíce skladeb (35) bylo zahráno v Dublinu 23.11.2003. Nejméně skladeb (20) bylo zahráno v Nice 10.11.2003. Zahajující písně: New Killer Star - The Jean Genie - Rebel Rebel - The Loneliest Guy - Life On Mars. Závěrečná píseň: Ziggy StardustREPERTOÁR: 5:15 The Angels Have Gone - A New Career In A New Town - Afraid - All The Young Dudes - Always Crashing In The Same Car - Ashes To Ashes - Bang A Gong (Get It On) - Battle For Britain (The Letter) - Be My Wife - Blue Jean - Breaking Glass - Bring Me The Disco King - Cactus - Changes - China Girl - Days - Do You Know The Way To San Jose? - Fall Dog Bombs The Moon - Fame - Fantastic Voyage - Fashion - Five Years - Hallo Spaceboy - Hang On To Yourself - Heathen (The Rays) - Heroes - I`m Afraid Of Americans - I`ve Been Waiting For You - Let`s Dance - Life On Mars? - Looking For Water - Loving The Alien - Modern Love - Never Get Old - New Killer Star - Pablo Picasso - Panic In Detroit - Quicksand - Reality - Rebel Rebel - Rumble - She`ll Drive The Big Car - Sister Midnight - Slip Away - Sound And Vision - Space Oddity - Starman - Suffragette City - Sunday - The Jean Genie - The Loneliest Guy - The Man Who Sold The World - The Motel - Try Some, Buy Some - Under Pressure - White Light/White Heat - Ziggy Stardust (bublajsa);Na DVD od 23.10.2009 Aha!;;;;;David Bowie, Gail Ann Dorsey, Earl Slick;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
2292;Zelená míle;m;1999;92,94798933;188;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/079/79050_b712c4.jpg;https://www.csfd.cz/film/2292-zelena-mile/;USA;Drama / Mysteriózní / Krimi;The Green Mile;"Na začátku příběhu se potkáme se starým mužem Paulem Edgecombem (Dabbs Greer). Žije v domově s pečovatelskou službou a právě se dojatě dívá na starý film s Fredem Astairem. Snad až příliš dojatě, protože jedna ze sester ho musí zkontrolovat, když slyší všechny ty vzlyky. Paul je tak naměkko, že jí začne vypravovat svůj příběh starý 60 let, který ještě nikomu nevypravoval. Kolem roku 1935 v Louisianě, mladý Paul (teď už Tom Hanks) pracuje jako dozorce ve vězení pro těžké zločince, kteří jsou odsud posíláni na smrt. Paul není jen ""zaměstnancem"", ale bystrým pozorovatelem, který citlivě vnímá rázovité postavy těžkých zločinců i jejich osudy. Setkává se například s s černým obrem Johnem, který má ruce jako lopaty a je obviněn z vraždy dvou dětí. Nemůže uvěřit, že člověk, který se bojí spát potmě by byl schopen tak hrůzného činu. Je tu také hluboce věřící Arlen, a bláznivý psychopat zvaný Divoký Bill, ale je tu také ta hrůzostrašná chodba, natřená na zeleno, které všichni říkají ""Zelená míle"", je to cesta, na konci které čeká smrt, pokud se nestane zázrak.";10.12.1999 Warner Bros. US;podle knihy, muž, smrt, vražda, 20. století, vrah, vězení, nemoc, nespravedlnost, diskriminace, rasismus, křivé obvinění, období 1930-1940, paranormální jevy, poprava, trest smrti, domov důchodců, Velká hospodářská krize;;;Frank Darabont;Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper;Stephen King;https://www.netflix.com/title/60000417<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-green-mile/umc.cmc.7hcm0jk7o0ko95ghs171h7v41<br>https://www.youtube.com/watch?v=WKKiIRbwLQY<br>https://www.netflix.com/title/60000417<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-green-mile/umc.cmc.7hcm0jk7o0ko95ghs171h7v41<br>https://www.youtube.com/watch?v=WKKiIRbwLQY<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (4x)<br>Golden Globes (1x)<br>The Saturn Awards (3x)<br>;Critics Choice Awards (2x)<br>The Saturn Awards (4x)<br>;;;;;
797075;Blue;s;2018;92,90018832;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/164/027/164027765_aa8774.jpg;https://www.csfd.cz/film/797075-blue/;Austrálie / Velká Británie;Animovaný / Rodinný;Bluey;Seriál sleduje dobrodružství roztomilého a nevyčerpatelného šestiletého štěněte modrého honáckého psa, které žije se svým tátou, mámou a čtyřletou sestřičkou Bingo. V každé epizodě využívá Blue svou neomezenou energii k propracovaným hrám, které se vyvíjejí nepředvídatelným a zábavným způsobem. (Česká televize);V TV od 01.10.2018 Australian Broadcasting Corporation;;3.0;154.0;Richard Jeffery, Joe Brumm;David McCormack, Melanie Zanetti, Charlotte Nicdao, Bishanyia Vincent, Joe Brumm, Joff Bush, Sam Moor, Dan Brumm, Charlie Aspinwall, Eva Mendes;;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-fa6973b9-e7cf-49fb-81a2-d4908e4bf694<br>https://sledovanitv.cz/epg/event/disney_junior:2025121661f087646371043b5a40a254bfca3a6c<br>http://www.ceskatelevize.cz<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-fa6973b9-e7cf-49fb-81a2-d4908e4bf694<br>https://sledovanitv.cz/epg/event/disney_junior:2025121661f087646371043b5a40a254bfca3a6c<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Critics Choice Awards (4x)<br>;;;;;;
386743;Doraleous and Associates;s;2012;92,89473684;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/187/159187163_79a5a7.jpg;https://www.csfd.cz/film/386743-doraleous-and-associates/;USA;Animovaný / Dobrodružný / Komedie;Doraleous and Associates: The Series;;;;2.0;50.0;Brent Triplett;Brent Triplett, Nate Panning, Bryan Mahoney, Jon Etheridge, Tony Schnur;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
29465;Wallace a Gromit: Nesprávné kalhoty;m;1993;92,83108644;29.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/384/384689_ac3464.jpg;https://www.csfd.cz/film/29465-wallace-a-gromit-nespravne-kalhoty/;Velká Británie;Krátkometrážní / Animovaný / Komedie / Rodinný;Nesprávné kalhoty;Čo urobíte ak nemáte peniaze a jediný nelenivý človek v dome je váš pes? Presne, najmete si ako podnájomníka pinguína. Budte si však istý, váš pes ho nebude mať v láske. Nie je predsa v pohode, keď vám v ďeň vašich narodenín malý operený tvor zaberie izbu. A to že sa nakoniec najlepší priateľ človeka rozhodne odísť z domu je len a len nedobré... Príbeh zo série Wallace and Gromit, v ktorom sa okrem skvelých nohavíc z NASA vyskytne aj jedna prestrelka a nakoniec ako to v každom dobrom príbehu býva, aj väzenie. (Vrana);Na DVD od 08.06.2011 Hollywood Classic Entertainment (H.C.E.);psi, zloděj, vlak, vynálezce, tučňáci, plastelínová animace;;;Nick Park;Peter Sallis;;https://www.ceskatelevize.cz/porady/1001680242-wallace-a-gromit-nespravne-kalhoty?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.ceskatelevize.cz/porady/1001680242-wallace-a-gromit-nespravne-kalhoty?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>;;;;;
1480365;Grounded II: Making the Last of Us Part II;m;2024;92,73542601;120.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/072/170072893_ubhj04.jpg;https://www.csfd.cz/film/1480365-grounded-ii-making-the-last-of-us-part-ii/;USA;Dokumentární;;"Priamo od tímu štúdia Naughty Dog sa dozviete, čo bolo potrebné na uvedenie pokračovania kultovej hry ""The Last of Us Part II"", s novými zábermi zo zákulisia vývoja. (Game90)";;;;;Jason Bertrand, Matt Chandronait, Ryan O'Donnell;Neil Druckmann, Halley Wegryn Gross, Ashley Johnson, Troy Baker;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
259318;Návrat mistrů;m;2005;92,69090909;58.0;https://static.pmgstatic.com/assets/images/050b5bad23b8eb0b4f88f971b8f6a168/empty-image.svg;https://www.csfd.cz/film/259318-navrat-mistru/;Česko;Dokumentární / Sportovní;;Český hokej zpátky na trůnu! Národní tým vyhrál mistrovství světa, jaké nemá v dějinách obdoby. Šest klíčových hráčů a hlavní kouč Vladimír Růžička se s odstupem vracejí k rozhodujícím i zákulisním okamžikům turnaje. Dokument o mistrovství světa v ledním hokeji 2005 ve Vídni a Innsbrucku připravili R. Záruba a K. Jonák.;;hokej;;;Karel Jonák;Jaromír Jágr, Jiří Šlégr, František Kaberle, Jaroslav Špaček, Vladimír Růžička, Martin Straka, David Výborný, Petr Čajánek, Milan Hnilička, Alexandr Ovečkin;;https://www.ceskatelevize.cz/porady/10087707620-navrat-mistru?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.ceskatelevize.cz/porady/10087707620-navrat-mistru?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
29461;Wallace a Gromit: O chloupek;m;1995;92,66115702;30.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/937/162937478_49db06.jpg;https://www.csfd.cz/film/29461-wallace-a-gromit-o-chloupek/;Velká Británie;Krátkometrážní / Animovaný / Komedie / Rodinný;O chloupek;"Wallace, Gromit, zločinný buldog Preston a krásná Vendulína... Britský oscarový animovaný film Nicka Parka. Ovce, úklady a láska – to všechno čeká v této půlhodině pana Wallace a jeho inteligentního psa Gromita ve strhujícím, napínavém ale i humorném příběhu nazvaném O chloupek. Nick Park za něj v roce 1996 získal Oskara. Rafinovaně realizovaný animovaný film, kombinující formelu s kostrami klasických loutkových filmů, kde počet střihů 10krát převyšuje hraný akční film, a kde tedy záleží na jakémkoliv detailu. Zde totiž rozhodují „ohromné maličkosti"".";Na DVD od 25.05.2011 Hollywood Classic Entertainment (H.C.E.);psi, vynálezce, ovce, plastelínová animace;;;Nick Park;Peter Sallis, Anne Reid;;https://www.ceskatelevize.cz/porady/1001681151-wallace-a-gromit-o-chloupek?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.ceskatelevize.cz/porady/1001681151-wallace-a-gromit-o-chloupek?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>Los Angeles Film Critics Association Awards (1x)<br>;;;;;
